File: ,C:\Users\Satan\Documents\FLIR\Recordings\FLIR0167.jpg

Li2

Frame 1,73.426,73.426,73.477,73.503,73.503,73.426,73.348,73.323,73.348,73.323,73.142,72.884,72.703,72.755,72.832,72.832,72.781,72.755,72.781,72.832,72.936,73.039,73.142,73.168,73.142,73.142,73.297,73.503,73.631,73.606,73.58,73.631,73.811,73.94,73.889,73.76,73.709,73.863,74.043,74.197,74.299,74.376,74.325,74.248,74.248,74.376,74.555,74.735,74.914,75.041,75.092,75.092,75.144,75.271,75.424,75.526,75.577,75.603,75.603,75.552,75.552,75.577,75.603,75.577,75.475,75.424,75.45,75.526,75.603,75.577,75.577,75.628,75.755,75.883,75.959,76.035,76.061,76.01,75.959,76.01,76.137,76.289,76.365,76.416,76.518,76.771,76.999,77.1,77.1,77.075,77.125,77.252,77.429,77.656,77.883,77.958,77.958,77.983,78.21,78.537,78.838,79.038,79.188,79.288,79.364,79.439,79.638,79.838,80.038,80.112,80.187,80.411,80.759,81.132,81.429,81.701,81.948,82.146,82.343,82.54,82.737,82.983,83.303,83.646,84.013,84.429,84.794,85.014,85.062,85.135,85.403,85.815,86.324,86.928,87.603,88.275,88.945,89.709,90.54,91.487,92.524,93.743,94.816,95.35,95.327,95.141,95.165,95.304,95.559,95.953,96.508,97.084,97.774,98.896,100.92,103.509,106.379,109.41,112.382,114.954,117.119,119.245,121.891,124.51,126.716,128.014,128.862,129.305,129.466,129.486,129.687,129.908,130.069,130.069,130.089,130.29,130.65,130.971,131.051,130.991,130.811,130.51,130.21,130.049,130.049,130.089,129.989,129.888,129.848,130.049,130.23,130.23,130.009,129.768,129.667,129.607,129.587,129.547,129.527,129.607,129.708,129.627,129.285,128.458,126.756,123.544,120.019,117.31,115.487,113.457,109.846,105.604,101.599,98.668,96.184,94.024,92.077,90.446,89.208,88.179,87.145,85.937,84.746,83.719,82.91,82.22,81.578,80.983,80.386,79.763,79.138,78.486,77.807,77.176,76.619,76.162,75.806,75.654,75.501,75.195,74.683,74.171,73.786,73.451,73.194,73.013,72.858,72.6,72.315,72.03,71.9,71.823,71.693,

