File: ,C:\Users\Satan\Documents\FLIR\Recordings\FLIR0167.jpg

Bx1

Frame 1,79.313,79.389,79.613,79.938,80.237,80.486,80.71,80.884,81.032,81.206,81.553,81.899,82.171,82.195,82.195,82.417,82.86,83.303,83.621,83.866,84.135,84.453,84.77,84.989,85.16,85.354,85.718,86.203,86.735,87.241,87.795,88.299,88.826,89.542,90.754,92.148,93.462,94.49,95.258,95.582,95.536,95.443,95.86,96.439,96.923,96.969,97.084,97.43,98.141,99.376,101.576,104.336,107.328,110.303,113.178,115.572,117.521,119.517,122.326,125.186,127.508,128.62,129.185
,79.138,79.188,79.439,79.788,80.112,80.386,80.61,80.784,80.958,81.157,81.503,81.874,82.146,82.146,82.121,82.319,82.762,83.229,83.523,83.768,84.013,84.404,84.77,84.965,85.014,85.135,85.548,86.106,86.663,87.121,87.603,88.107,88.706,89.518,90.825,92.289,93.626,94.513,95.141,95.42,95.466,95.513,95.953,96.531,97.015,97.13,97.292,97.659,98.416,99.672,101.824,104.492,107.394,110.303,113.113,115.529,117.626,119.726,122.512,125.309,127.548,128.64,129.205
,79.138,79.213,79.464,79.813,80.112,80.312,80.486,80.71,81.032,81.33,81.627,81.85,82.023,82.047,82.097,82.343,82.836,83.327,83.597,83.793,84.038,84.429,84.794,84.989,85.014,85.135,85.597,86.203,86.783,87.169,87.554,88.035,88.658,89.47,90.754,92.171,93.486,94.374,95.025,95.374,95.466,95.536,95.907,96.346,96.739,96.923,97.153,97.59,98.347,99.581,101.802,104.537,107.482,110.303,113.07,115.529,117.753,119.977,122.76,125.493,127.67,128.64,129.124
,79.238,79.288,79.564,79.888,80.162,80.237,80.362,80.66,81.132,81.602,81.775,81.825,81.85,81.948,82.097,82.442,82.959,83.45,83.719,83.891,84.111,84.477,84.843,85.038,85.087,85.208,85.718,86.348,86.952,87.29,87.603,88.035,88.634,89.423,90.612,91.959,93.205,94.187,94.932,95.35,95.49,95.559,95.768,96.046,96.323,96.554,96.9,97.384,98.118,99.353,101.666,104.514,107.504,110.303,113.027,115.55,117.879,120.207,122.988,125.656,127.751,128.62,129.023
,79.313,79.364,79.613,79.913,80.162,80.187,80.237,80.585,81.181,81.726,81.85,81.8,81.775,81.924,82.146,82.516,83.008,83.499,83.768,83.964,84.184,84.551,84.916,85.111,85.184,85.306,85.815,86.469,87.049,87.338,87.651,88.059,88.658,89.423,90.517,91.723,92.947,94.024,94.909,95.397,95.536,95.513,95.606,95.768,95.976,96.254,96.693,97.223,97.981,99.239,101.576,104.447,107.482,110.282,113.006,115.55,117.942,120.29,123.07,125.697,127.73,128.58,128.943
,79.263,79.288,79.514,79.813,80.063,80.112,80.187,80.486,81.008,81.528,81.751,81.825,81.874,81.998,82.171,82.491,82.91,83.327,83.646,83.891,84.184,84.599,84.989,85.208,85.257,85.354,85.791,86.372,86.904,87.241,87.578,88.059,88.682,89.47,90.469,91.605,92.783,94,95.025,95.536,95.536,95.397,95.466,95.652,95.907,96.231,96.693,97.292,98.141,99.467,101.711,104.47,107.416,110.282,113.07,115.614,117.921,120.165,122.864,125.472,127.508,128.458,128.943
,79.238,79.213,79.439,79.738,79.988,80.063,80.162,80.411,80.834,81.256,81.578,81.825,82.023,82.121,82.22,82.442,82.762,83.131,83.474,83.817,84.184,84.624,85.038,85.257,85.306,85.378,85.718,86.203,86.687,87.097,87.53,88.059,88.73,89.542,90.469,91.511,92.665,94,95.141,95.629,95.536,95.281,95.35,95.582,95.907,96.231,96.716,97.384,98.302,99.649,101.779,104.381,107.218,110.173,113.07,115.614,117.795,119.935,122.554,125.145,127.244,128.317,128.943
,79.263,79.288,79.489,79.738,79.988,80.063,80.162,80.386,80.735,81.132,81.479,81.8,82.023,82.146,82.269,82.442,82.713,83.008,83.352,83.719,84.135,84.575,84.965,85.184,85.233,85.281,85.573,86.009,86.493,86.976,87.53,88.131,88.826,89.613,90.493,91.464,92.571,93.907,95.072,95.582,95.443,95.188,95.234,95.466,95.791,96.138,96.669,97.315,98.187,99.467,101.508,104.046,106.887,109.89,112.834,115.38,117.521,119.622,122.223,124.818,126.96,128.176,128.923
,79.364,79.439,79.638,79.838,80.038,80.112,80.187,80.411,80.759,81.132,81.429,81.701,81.948,82.146,82.343,82.54,82.737,82.983,83.303,83.646,84.013,84.429,84.794,85.014,85.062,85.135,85.403,85.815,86.324,86.928,87.603,88.275,88.945,89.709,90.54,91.487,92.524,93.743,94.816,95.35,95.327,95.141,95.165,95.304,95.559,95.953,96.508,97.084,97.774,98.896,100.92,103.509,106.379,109.41,112.382,114.954,117.119,119.245,121.891,124.51,126.716,128.014,128.862
,79.439,79.564,79.763,79.938,80.088,80.162,80.262,80.461,80.809,81.181,81.429,81.627,81.85,82.121,82.393,82.614,82.811,83.008,83.254,83.572,83.891,84.258,84.599,84.819,84.916,85.014,85.281,85.67,86.203,86.88,87.651,88.347,89.041,89.756,90.588,91.535,92.524,93.603,94.537,95.049,95.141,95.072,95.072,95.141,95.35,95.768,96.323,96.808,97.361,98.325,100.286,102.859,105.759,108.82,111.842,114.42,116.612,118.762,121.456,124.182,126.451,127.852,128.781
,79.389,79.464,79.638,79.863,80.063,80.237,80.411,80.61,80.859,81.107,81.38,81.652,81.948,82.22,82.491,82.688,82.836,82.983,83.204,83.474,83.768,84.111,84.453,84.697,84.892,85.111,85.403,85.767,86.251,86.88,87.603,88.275,88.945,89.685,90.612,91.605,92.618,93.556,94.35,94.793,94.886,94.886,94.956,95.072,95.304,95.698,96.184,96.646,97.176,98.095,99.899,102.275,105.071,108.251,111.41,113.993,116.039,118.069,120.874,123.771,126.227,127.73,128.721
,79.263,79.288,79.464,79.713,80.013,80.287,80.561,80.759,80.884,81.032,81.355,81.726,82.072,82.319,82.54,82.688,82.836,82.959,83.131,83.352,83.621,83.964,84.306,84.648,84.941,85.233,85.573,85.937,86.372,86.904,87.482,88.107,88.802,89.566,90.588,91.676,92.712,93.556,94.21,94.56,94.63,94.63,94.793,95.025,95.304,95.629,96.023,96.462,97.061,98.004,99.603,101.711,104.358,107.658,110.933,113.5,115.38,117.267,120.186,123.317,125.983,127.589,128.64
,79.138,79.138,79.339,79.638,79.988,80.312,80.585,80.784,80.859,80.983,81.33,81.775,82.171,82.368,82.54,82.664,82.787,82.91,83.082,83.278,83.548,83.866,84.233,84.599,84.965,85.33,85.694,86.058,86.469,86.88,87.386,87.939,88.61,89.423,90.493,91.653,92.712,93.486,94.07,94.35,94.397,94.374,94.583,94.909,95.234,95.49,95.837,96.254,96.877,97.797,99.239,101.192,103.688,106.997,110.347,112.855,114.613,116.421,119.475,122.822,125.697,127.426,128.539
,79.063,79.188,79.439,79.763,80.038,80.212,80.337,80.511,80.71,80.983,81.355,81.751,82.097,82.269,82.393,82.516,82.664,82.836,83.032,83.254,83.523,83.866,84.233,84.575,84.892,85.233,85.597,85.985,86.397,86.807,87.266,87.819,88.467,89.256,90.303,91.44,92.501,93.299,93.93,94.21,94.21,94.164,94.327,94.607,94.909,95.211,95.559,95.953,96.462,97.292,98.736,100.694,103.173,106.291,109.432,111.885,113.671,115.593,118.783,122.264,125.309,127.183,128.438
,79.038,79.263,79.564,79.888,80.088,80.088,80.063,80.212,80.561,80.983,81.355,81.726,81.998,82.121,82.22,82.368,82.565,82.762,83.008,83.278,83.572,83.915,84.258,84.575,84.843,85.111,85.476,85.888,86.3,86.735,87.193,87.747,88.371,89.112,90.113,91.18,92.218,93.111,93.79,94.094,94.07,93.954,94.07,94.28,94.56,94.909,95.281,95.629,95.999,96.739,98.21,100.24,102.702,105.582,108.492,110.846,112.726,114.783,118.111,121.746,124.92,126.939,128.317
,79.088,79.288,79.588,79.863,80.038,79.988,79.938,80.112,80.511,80.983,81.33,81.627,81.85,81.973,82.097,82.269,82.565,82.86,83.131,83.401,83.695,84.013,84.331,84.599,84.843,85.111,85.451,85.84,86.3,86.759,87.266,87.795,88.347,89.017,89.97,91.014,92.053,92.97,93.673,93.954,93.883,93.743,93.837,94.024,94.304,94.653,95.049,95.35,95.652,96.3,97.774,99.808,102.23,104.915,107.658,109.934,111.864,114.057,117.521,121.289,124.592,126.716,128.176
