File: 	C:\Users\Johns\OneDrive\Pictures\Documents\FLIR\Still photo.jpg																																											
																																												
Li1																																												
																																												
Frame 1	413.788	406.978	403.58	400.335	397.408	394.634	391.857	389.374	387.037	384.546	382.35	380.171	378.11	376.145	374.143	372.223	370.534	368.622	366.875	365.385	363.715	362.29	360.781	359.323	358.324	356.939	355.571	354.521	352.982	351.774	350.643	349.514	348.68	347.4	346.772	345.696	344.812	343.873	343.009	342.454	341.674	340.778	339.917	338.918
