File: ,C:\Users\Johns\OneDrive\Pictures\Documents\FLIR\6 volt area trial.jpg

Bx1

,318.773,318.773,318.904,318.868,319.022,318.915,318.725,318.963,318.939,318.987,319.105,319.093,318.975,319.224,318.987,319.2,319.153,319.034,319.449,319.153,319.378,319.65,319.259,319.33,319.319,319.366,319.437,319.259,319.165,319.01,318.987,318.856,318.856,318.832
,319.247,319.39,319.401,319.437,319.52,319.52,319.39,319.591,319.425,319.626,319.673,319.602,319.39,319.744,319.838,319.602,319.85,319.933,319.838,319.98,320.039,319.803,320.015,319.968,320.051,319.945,320.062,319.732,319.756,319.838,319.602,319.472,319.508,319.401
,319.732,319.909,319.921,320.18,320.168,320.062,320.098,320.062,319.956,320.215,320.133,320.086,320.156,320.121,320.333,320.321,320.345,320.156,320.521,320.521,320.309,320.497,320.79,320.638,320.392,320.532,320.673,320.521,320.392,320.086,320.274,320.204,319.909,320.215
,320.368,320.579,320.521,320.802,320.755,320.755,320.556,320.603,320.685,320.509,320.825,320.673,320.825,320.931,320.837,320.919,321.001,321.106,321.083,321.2,321.211,321.165,321.188,321.468,321.328,321.258,321.316,321.223,321.375,321.001,320.802,320.931,320.884,320.954
,320.896,321.211,321.211,321.538,321.34,321.235,321.281,321.305,321.363,321.27,321.351,321.596,321.619,321.281,321.712,321.619,321.631,321.701,321.84,321.736,321.933,322.014,321.933,322.049,322.096,321.968,322.165,322.154,322.049,321.538,321.514,321.584,321.771,321.584
,321.608,321.782,321.887,321.794,321.875,321.805,321.724,321.887,321.782,321.887,321.956,321.887,321.991,322.084,322.072,322.327,322.212,322.327,322.385,322.466,322.513,322.582,322.698,322.721,322.732,322.524,322.824,322.721,322.698,322.455,322.409,322.339,322.351,322.339
,322.385,322.594,322.628,322.651,322.605,322.316,322.64,322.744,322.628,322.848,322.432,322.744,322.778,322.986,322.871,322.824,322.974,323.021,322.963,323.228,323.458,323.262,323.205,323.147,323.412,323.32,323.504,323.366,323.251,323.32,323.274,323.113,323.182,323.17
,323.044,323.182,323.32,323.354,323.124,323.331,323.285,323.228,323.17,323.193,323.285,323.469,323.504,323.63,323.595,323.825,323.756,323.916,323.916,324.134,324.214,324.134,324.054,324.054,324.339,324.134,324.259,324.145,324.294,324.373,324.134,323.962,324.134,324.054
,323.802,324.076,323.882,323.974,323.928,323.744,323.916,324.019,323.813,323.928,324.042,324.019,324.054,324.294,324.191,324.465,324.59,324.59,324.544,324.647,324.795,324.988,325.045,324.863,325.034,325.159,325.193,325.193,324.965,324.943,324.977,324.943,325.113,324.886
,324.305,324.681,324.829,324.954,324.693,324.704,324.658,324.522,324.385,324.749,324.795,324.943,324.977,325.034,325.113,324.92,325.193,325.238,325.623,325.431,325.51,325.759,325.679,325.849,325.883,325.973,325.871,326.018,326.063,326.075,325.894,325.781,326.029,325.815
,325.193,325.408,325.589,325.623,325.442,325.442,325.431,325.578,325.317,325.408,325.431,325.6,325.77,325.838,325.871,325.962,325.95,326.018,326.21,326.311,326.412,326.716,326.513,326.536,326.659,326.884,326.772,326.884,326.895,326.929,326.817,326.951,327.029,326.962
,326.266,326.21,326.142,326.311,326.412,326.345,326.108,326.153,326.345,326.311,326.356,326.525,326.581,326.648,326.446,326.693,326.794,326.817,327.253,327.231,327.331,327.477,327.432,327.633,327.789,327.811,327.822,328.189,327.878,327.934,327.889,327.978,328.123,328.056
,327.186,327.164,327.208,327.153,326.985,327.197,327.13,326.996,327.041,327.298,327.276,327.331,327.432,327.555,327.499,327.778,327.878,327.922,328.289,328.2,328.433,328.522,328.699,328.566,328.677,328.81,329.141,329.075,329.02,328.931,328.92,328.976,329.086,329.13
,328.056,328.3,328.189,328.167,328.067,327.978,327.956,328.111,328.011,328.067,328.245,328.378,328.2,328.5,328.444,328.5,328.589,328.909,329.152,329.285,329.384,329.494,329.615,329.67,330.021,329.714,329.857,330.032,330.043,330.306,329.977,329.846,329.89,330.142
,329.24,329.097,329.229,329.494,329.152,329.229,329.141,329.152,329.218,329.218,329.119,329.152,329.428,329.483,329.549,329.725,330.01,330.054,330.361,330.284,330.503,330.656,330.863,331.048,330.972,331.038,331.103,331.255,331.103,331.114,330.787,330.809,330.732,330.918
,332.339,332.522,332.565,332.403,332.457,332.36,332.382,332.457,332.425,332.619,332.813,332.608,332.748,332.877,332.813,332.92,333.071,333.178,333.328,333.543,333.746,333.864,333.671,333.682,333.66,333.703,333.864,333.778,333.725,333.65,333.414,333.564,333.446,333.746,

