File: ,C:\Users\Johns\OneDrive\Pictures\Documents\FLIR\6 volt trial 1.jpg

Li1

Frame 1,336.343,333.725,330.95,329.725,328.821,327.922,326.581,326.029,325.034,324.145,323.262,322.513,321.805,321.036,320.356,319.874,319.271,318.678,317.914,317.567,317.014,316.483,316.144,315.658,315.28,314.876,314.484,314.14,313.683,313.25,312.765,312.341,311.891,311.703,311.338,310.948,310.783,310.556,310.137,309.971,309.627,309.334,308.988,308.911,308.744,308.551,308.087,306.97,305.58,305.448,

