File: ,C:\Users\Johns\OneDrive\Pictures\Documents\FLIR\6 volt trial 2.jpg

Li1

Frame 1,333.393,330.415,329.152,328.211,327.32,326.244,325.544,324.613,323.836,323.078,322.362,321.875,320.907,320.251,319.768,319.224,318.571,318.117,317.627,317.23,316.905,316.216,315.84,315.341,315.048,314.472,314.189,313.856,313.448,312.89,312.716,312.304,311.791,311.628,311.351,310.973,310.669,310.15,310.099,309.933,309.678,309.193,309.167,308.988,308.641,308.022,306.696,305.817,305.527,

